,type
161179.cif,0
85993.cif,1
9594.cif,0
91457.cif,0
73027.cif,1
427391.cif,0
15772.cif,0
430274.cif,0
157342.cif,1
87549.cif,1
15631.cif,0
29065.cif,1
617229.cif,1
614643.cif,1
243517.cif,1
627609.cif,1
641250.cif,1
183309.cif,1
230060.cif,1
622450.cif,1
104148.cif,1
69790.cif,1
98971.cif,1
252148.cif,0
1004.cif,1
430741.cif,0
629735.cif,0
164741.cif,0
166590.cif,0
60094.cif,0
83345.cif,0
54292.cif,1
636770.cif,1
90684.cif,0
428962.cif,1
262784.cif,1
24075.cif,1
76668.cif,1
36337.cif,0
55906.cif,1
103483.cif,1
31858.cif,0
613278.cif,1
246371.cif,0
96729.cif,1
24285.cif,1
414559.cif,0
202795.cif,1
676214.cif,1
630550.cif,1
67045.cif,0
58672.cif,1
430218.cif,0
423746.cif,0
621863.cif,1
641446.cif,1
264332.cif,0
281064.cif,0
57547.cif,1
636341.cif,0
644448.cif,1
634496.cif,1
636698.cif,1
4064.cif,0
416375.cif,1
68385.cif,0
105732.cif,1
184835.cif,0
425700.cif,1
84108.cif,0
196390.cif,1
28670.cif,1
163917.cif,1
604134.cif,1
629595.cif,1
56169.cif,1
56254.cif,1
622797.cif,1
53558.cif,1
611576.cif,1
237534.cif,0
50754.cif,0
415712.cif,0
35118.cif,0
38256.cif,0
103385.cif,1
200229.cif,0
24522.cif,0
191481.cif,1
27556.cif,0
31650.cif,1
616562.cif,1
676253.cif,1
191675.cif,1
92438.cif,1
57562.cif,1
257171.cif,1
657447.cif,1
151184.cif,0
24208.cif,0
635768.cif,1
652619.cif,1
419180.cif,0
107101.cif,1
264980.cif,0
83678.cif,1
601736.cif,1
42880.cif,1
626102.cif,1
424761.cif,1
108115.cif,1
42914.cif,1
74438.cif,1
59281.cif,0
613561.cif,1
83656.cif,0
52661.cif,1
237918.cif,0
710010.cif,0
254412.cif,0
616516.cif,1
624822.cif,1
249479.cif,0
281285.cif,1
676086.cif,1
628554.cif,1
106351.cif,1
20208.cif,0
622206.cif,1
93015.cif,0
184994.cif,1
422834.cif,0
670965.cif,1
188352.cif,1
74698.cif,1
201195.cif,0
635156.cif,1
411405.cif,1
184841.cif,0
422102.cif,0
168503.cif,0
15928.cif,0
202071.cif,0
253553.cif,0
194688.cif,1
614533.cif,1
150132.cif,1
631830.cif,1
413577.cif,0
616795.cif,1
189215.cif,1
410935.cif,0
9452.cif,1
99947.cif,0
57518.cif,1
431363.cif,0
71875.cif,0
300232.cif,0
427489.cif,0
634438.cif,1
105264.cif,1
174380.cif,0
194449.cif,1
82654.cif,1
98358.cif,1
637748.cif,1
62151.cif,0
95667.cif,0
37258.cif,1
239169.cif,1
198849.cif,1
16171.cif,1
412401.cif,1
39294.cif,1
94843.cif,1
425941.cif,0
170575.cif,1
2592.cif,0
55820.cif,1
640771.cif,1
190890.cif,1
673974.cif,1
424345.cif,0
639377.cif,1
85497.cif,0
612680.cif,1
107913.cif,1
410891.cif,1
265040.cif,0
24487.cif,1
20841.cif,0
409737.cif,0
632275.cif,1
658793.cif,1
168971.cif,0
99960.cif,0
62551.cif,1
671310.cif,1
605036.cif,1
31179.cif,1
419184.cif,0
673041.cif,1
26445.cif,1
609245.cif,1
672930.cif,1
29077.cif,1
160182.cif,1
9912.cif,0
428086.cif,0
419525.cif,1
242070.cif,1
432165.cif,1
97353.cif,1
20133.cif,0
25332.cif,1
431662.cif,1
86845.cif,0
67020.cif,0
613280.cif,1
245982.cif,0
39725.cif,0
26330.cif,0
653165.cif,1
640310.cif,1
168955.cif,1
56983.cif,1
409508.cif,0
630052.cif,1
647006.cif,1
10017.cif,1
291351.cif,1
421343.cif,1
93898.cif,1
280535.cif,0
255850.cif,0
624872.cif,1
33524.cif,0
249399.cif,1
76050.cif,1
74767.cif,0
19028.cif,0
44984.cif,1
250897.cif,0
60795.cif,1
36315.cif,1
20805.cif,0
253698.cif,0
43805.cif,1
240981.cif,1
110628.cif,0
44169.cif,1
417551.cif,1
203066.cif,1
417044.cif,1
427443.cif,1
249982.cif,1
408827.cif,0
104242.cif,1
4277.cif,1
410745.cif,1
59272.cif,0
671312.cif,1
52313.cif,1
94318.cif,0
106342.cif,1
1726.cif,0
409523.cif,0
262265.cif,0
30450.cif,1
265230.cif,0
27416.cif,1
676164.cif,1
245172.cif,0
104459.cif,1
98333.cif,1
251873.cif,0
191962.cif,0
414338.cif,1
158600.cif,0
60516.cif,1
646632.cif,1
262350.cif,0
245755.cif,1
417316.cif,0
59433.cif,1
425433.cif,0
98618.cif,0
185859.cif,1
102969.cif,1
255183.cif,0
79256.cif,1
50162.cif,1
15783.cif,0
264981.cif,0
420463.cif,0
252697.cif,1
163098.cif,0
606408.cif,1
329.cif,1
673030.cif,1
103864.cif,1
95206.cif,1
628195.cif,0
69560.cif,0
604016.cif,1
72868.cif,0
201997.cif,1
81856.cif,1
412729.cif,1
674118.cif,1
108063.cif,1
24428.cif,1
424174.cif,1
673031.cif,1
425763.cif,0
261031.cif,0
618595.cif,1
44003.cif,1
16822.cif,1
105808.cif,1
188530.cif,1
9205.cif,1
9496.cif,1
36240.cif,1
105633.cif,1
420340.cif,1
657929.cif,1
653106.cif,1
674051.cif,0
254760.cif,0
84094.cif,1
240923.cif,0
9171.cif,0
194227.cif,0
28328.cif,0
56264.cif,1
494.cif,0
670957.cif,1
150569.cif,1
16426.cif,1
409425.cif,1
431322.cif,0
623230.cif,1
25545.cif,0
265365.cif,0
601731.cif,1
290446.cif,1
264895.cif,0
674061.cif,0
239702.cif,0
657170.cif,1
170288.cif,1
292000.cif,1
658935.cif,1
73960.cif,0
428185.cif,0
414144.cif,0
614372.cif,1
657954.cif,1
59283.cif,0
632293.cif,1
95113.cif,1
65216.cif,0
100477.cif,0
26150.cif,1
256032.cif,0
245511.cif,0
625090.cif,1
674218.cif,0
170707.cif,1
619646.cif,1
91777.cif,1
612592.cif,1
675095.cif,1
263323.cif,0
130040.cif,1
631948.cif,1
193943.cif,0
51463.cif,0
630968.cif,1
76600.cif,1
633685.cif,1
86507.cif,0
411212.cif,0
430300.cif,1
431890.cif,0
68400.cif,0
250107.cif,1
237879.cif,0
76501.cif,0
618792.cif,1
423997.cif,0
89045.cif,1
172490.cif,1
251634.cif,0
30987.cif,0
76273.cif,0
30536.cif,1
671168.cif,1
191687.cif,1
249966.cif,1
68998.cif,1
79093.cif,1
263120.cif,1
73535.cif,0
169760.cif,0
180494.cif,1
90440.cif,0
616956.cif,1
1827.cif,0
68205.cif,1
53483.cif,1
3154.cif,0
609780.cif,1
635697.cif,1
39666.cif,0
607915.cif,1
409591.cif,0
174207.cif,1
16924.cif,1
95716.cif,1
647391.cif,0
150629.cif,1
166903.cif,1
672796.cif,1
170685.cif,1
649692.cif,1
2796.cif,0
16889.cif,0
245741.cif,1
658620.cif,1
76350.cif,1
240721.cif,0
194795.cif,0
43551.cif,1
645623.cif,1
672745.cif,1
165067.cif,0
614400.cif,1
168597.cif,0
52051.cif,1
419473.cif,1
20399.cif,1
623924.cif,1
167660.cif,1
635076.cif,1
260412.cif,0
251817.cif,0
673702.cif,1
2853.cif,0
629279.cif,1
623386.cif,1
93099.cif,1
638520.cif,1
170920.cif,0
980.cif,0
57355.cif,1
9783.cif,0
400264.cif,0
40793.cif,1
15802.cif,0
417870.cif,0
201597.cif,0
15745.cif,1
68326.cif,0
39264.cif,0
258110.cif,1
646154.cif,1
8276.cif,0
247423.cif,1
625652.cif,1
2312.cif,1
84988.cif,0
424458.cif,1
630573.cif,1
156968.cif,1
189872.cif,1
200970.cif,0
412125.cif,1
80181.cif,1
191476.cif,1
73130.cif,0
8223.cif,0
153966.cif,0
616430.cif,1
64624.cif,0
260296.cif,1
248120.cif,0
636649.cif,1
614404.cif,1
200384.cif,0
425268.cif,0
35190.cif,1
30615.cif,0
412522.cif,0
50237.cif,0
6283.cif,1
657123.cif,1
107328.cif,1
44465.cif,1
672298.cif,1
673667.cif,1
79217.cif,0
167917.cif,1
171931.cif,0
162368.cif,0
59444.cif,1
187876.cif,1
100461.cif,0
34700.cif,0
57652.cif,1
675717.cif,1
86391.cif,1
658670.cif,1
170800.cif,0
15353.cif,0
423965.cif,0
635239.cif,1
256237.cif,1
674392.cif,1
638781.cif,1
612029.cif,1
74493.cif,0
181058.cif,1
414547.cif,0
109019.cif,1
671692.cif,0
410629.cif,0
410839.cif,1
198864.cif,1
621767.cif,1
642415.cif,1
675032.cif,1
658242.cif,1
85812.cif,1
637762.cif,1
410750.cif,1
417900.cif,0
659271.cif,1
1385.cif,1
600183.cif,1
78894.cif,0
31343.cif,1
198884.cif,1
425331.cif,1
49918.cif,0
640616.cif,1
150146.cif,1
19046.cif,1
429475.cif,1
658651.cif,1
201437.cif,1
200689.cif,0
391422.cif,1
412583.cif,0
621694.cif,1
675749.cif,1
250245.cif,0
27468.cif,0
265256.cif,0
410789.cif,0
640124.cif,1
81221.cif,0
1130.cif,0
60645.cif,1
641791.cif,1
174116.cif,0
200165.cif,1
151380.cif,1
636674.cif,1
246549.cif,0
647718.cif,1
22020.cif,0
251676.cif,1
103914.cif,1
16896.cif,1
675769.cif,1
430573.cif,1
59675.cif,0
262534.cif,0
238569.cif,0
57576.cif,1
195835.cif,0
35381.cif,0
69554.cif,0
73397.cif,0
262964.cif,0
59172.cif,0
642106.cif,1
647134.cif,1
84189.cif,1
44867.cif,1
629406.cif,1
88604.cif,0
57536.cif,1
623458.cif,1
644412.cif,1
652646.cif,1
104277.cif,1
617824.cif,1
614760.cif,1
30771.cif,1
670831.cif,1
621247.cif,1
675751.cif,1
76677.cif,1
652856.cif,1
620560.cif,1
627392.cif,1
80647.cif,1
77144.cif,1
16477.cif,1
64950.cif,0
160210.cif,0
425178.cif,0
621158.cif,1
250558.cif,0
52761.cif,1
80732.cif,1
636071.cif,1
601382.cif,1
38226.cif,0
99990.cif,1
409622.cif,1
238068.cif,0
55001.cif,1
84295.cif,0
602812.cif,1
65932.cif,1
152596.cif,0
184243.cif,1
240901.cif,0
671396.cif,1
36332.cif,0
280877.cif,1
103828.cif,1
615104.cif,1
98331.cif,1
675819.cif,1
653004.cif,1
430263.cif,1
61387.cif,1
612434.cif,1
670309.cif,1
418133.cif,1
166562.cif,0
242097.cif,0
42596.cif,1
67510.cif,1
170271.cif,0
673976.cif,1
280690.cif,1
150155.cif,1
1317.cif,0
30997.cif,1
636286.cif,1
409482.cif,0
43428.cif,0
672717.cif,1
63662.cif,0
83377.cif,0
56168.cif,1
672179.cif,1
155650.cif,1
659010.cif,1
412468.cif,0
672127.cif,1
32698.cif,1
168572.cif,0
21052.cif,0
66008.cif,0
37161.cif,0
413833.cif,0
260825.cif,0
248371.cif,0
99236.cif,1
676323.cif,1
76604.cif,1
24827.cif,1
249646.cif,0
61019.cif,1
658905.cif,1
619390.cif,1
636800.cif,1
649684.cif,1
647519.cif,1
674855.cif,1
15619.cif,0
281391.cif,0
621986.cif,1
261980.cif,0
174643.cif,0
426554.cif,0
290265.cif,0
427952.cif,0
150581.cif,1
100599.cif,1
2795.cif,1
652647.cif,1
91172.cif,1
30009.cif,1
638115.cif,1
190291.cif,1
94531.cif,0
77862.cif,1
251710.cif,0
162072.cif,1
172344.cif,0
75020.cif,1
425271.cif,0
150269.cif,1
74950.cif,0
150779.cif,0
14097.cif,0
20572.cif,0
615376.cif,1
68112.cif,1
404097.cif,0
85349.cif,0
608140.cif,1
106705.cif,1
5143.cif,0
84292.cif,0
4845.cif,1
23317.cif,0
428170.cif,0
110480.cif,0
641141.cif,1
672758.cif,1
31205.cif,0
600088.cif,1
59206.cif,1
9887.cif,0
674690.cif,1
183527.cif,1
628271.cif,1
603503.cif,1
76895.cif,1
612415.cif,1
411196.cif,0
640076.cif,1
658215.cif,1
65473.cif,1
618977.cif,1
601015.cif,1
87084.cif,0
67055.cif,0
422912.cif,1
86036.cif,1
612171.cif,1
604438.cif,1
658575.cif,1
8269.cif,1
281312.cif,0
647872.cif,1
22085.cif,0
300179.cif,1
603998.cif,1
89472.cif,0
20526.cif,1
103586.cif,1
106710.cif,1
251561.cif,1
634465.cif,1
69450.cif,0
169042.cif,1
300169.cif,0
105166.cif,1
256400.cif,0
41651.cif,0
418803.cif,0
91087.cif,0
105071.cif,1
30840.cif,1
646184.cif,1
4076.cif,0
52279.cif,0
57516.cif,1
187130.cif,1
33623.cif,1
431351.cif,0
620764.cif,1
431428.cif,0
633234.cif,1
26371.cif,0
56400.cif,1
600670.cif,1
633075.cif,1
16451.cif,0
380345.cif,0
48191.cif,0
20560.cif,1
60070.cif,1
290698.cif,1
170070.cif,1
172323.cif,0
72472.cif,0
60801.cif,0
241682.cif,0
109068.cif,0
44996.cif,1
55353.cif,1
265060.cif,0
623.cif,0
239610.cif,1
4767.cif,0
25390.cif,0
198753.cif,1
59869.cif,1
38327.cif,0
407550.cif,1
629878.cif,1
105597.cif,1
239235.cif,1
60583.cif,1
60021.cif,0
65703.cif,0
23799.cif,0
165911.cif,1
79943.cif,0
248081.cif,1
252784.cif,0
42672.cif,1
58444.cif,1
42658.cif,1
85810.cif,0
670972.cif,1
641077.cif,1
428637.cif,0
1972.cif,0
673943.cif,1
73620.cif,1
1536.cif,1
97423.cif,0
602699.cif,1
1101.cif,1
614640.cif,1
264985.cif,0
604203.cif,1
670821.cif,1
95538.cif,0
238059.cif,0
174554.cif,1
601618.cif,1
100662.cif,0
251895.cif,0
20226.cif,1
248921.cif,1
107401.cif,1
38306.cif,0
153385.cif,1
609924.cif,1
27339.cif,0
20621.cif,1
290262.cif,1
262043.cif,1
624831.cif,1
108317.cif,1
245538.cif,0
246629.cif,1
247614.cif,0
617748.cif,1
193809.cif,0
59169.cif,1
39876.cif,0
44398.cif,0
54024.cif,0
420483.cif,1
72442.cif,1
16994.cif,0
51125.cif,1
262069.cif,1
672965.cif,1
92641.cif,0
639944.cif,0
25702.cif,0
30529.cif,0
82458.cif,0
49022.cif,0
255443.cif,0
28105.cif,0
173268.cif,0
18.cif,0
50665.cif,0
77048.cif,1
20350.cif,1
105679.cif,1
187981.cif,1
9915.cif,0
31202.cif,0
428547.cif,1
78984.cif,1
105944.cif,1
69799.cif,0
650268.cif,1
653434.cif,1
670332.cif,1
434046.cif,0
432842.cif,0
58517.cif,1
40479.cif,0
14110.cif,1
83830.cif,1
237856.cif,0
620503.cif,1
79192.cif,0
198257.cif,1
170617.cif,1
106853.cif,1
423092.cif,0
190936.cif,0
153034.cif,0
628133.cif,1
431726.cif,0
73330.cif,0
380287.cif,0
86112.cif,1
40561.cif,1
248709.cif,0
614335.cif,1
67254.cif,0
426424.cif,0
16587.cif,0
58400.cif,1
153495.cif,1
281206.cif,1
92169.cif,1
418820.cif,0
649563.cif,1
39430.cif,0
95021.cif,1
39440.cif,0
89577.cif,1
10019.cif,0
251553.cif,1
249874.cif,0
173735.cif,0
670510.cif,1
253349.cif,0
243889.cif,0
42369.cif,1
75786.cif,0
611325.cif,1
244939.cif,0
615420.cif,1
104899.cif,1
54004.cif,1
427801.cif,0
238108.cif,1
253514.cif,0
670847.cif,1
35100.cif,0
617691.cif,1
188273.cif,1
260023.cif,1
257744.cif,1
73117.cif,0
629773.cif,1
77617.cif,0
2355.cif,0
34220.cif,1
648385.cif,1
411214.cif,0
49735.cif,0
673860.cif,1
4619.cif,0
96560.cif,0
24826.cif,1
610437.cif,1
88424.cif,1
263933.cif,0
672032.cif,1
411935.cif,0
262272.cif,0
422484.cif,1
419361.cif,1
649735.cif,1
409678.cif,1
621787.cif,1
68676.cif,1
407015.cif,1
87092.cif,1
670115.cif,1
652857.cif,1
165617.cif,1
89610.cif,1
63670.cif,1
237049.cif,1
670706.cif,1
104492.cif,1
153870.cif,1
647576.cif,1
430409.cif,0
614852.cif,1
193534.cif,1
674072.cif,0
432463.cif,1
410388.cif,1
670807.cif,1
153907.cif,1
635719.cif,1
413041.cif,0
658297.cif,1
47107.cif,0
62665.cif,0
74825.cif,0
24456.cif,0
46001.cif,0
862.cif,1
53141.cif,1
8016.cif,1
158115.cif,1
24530.cif,1
79070.cif,0
165650.cif,0
673853.cif,1
191556.cif,1
608447.cif,1
629210.cif,1
44522.cif,0
79075.cif,0
87807.cif,0
651412.cif,0
644622.cif,0
261483.cif,0
30706.cif,0
422104.cif,0
245171.cif,0
242273.cif,1
58389.cif,1
675359.cif,0
648983.cif,1
280956.cif,0
52377.cif,0
97828.cif,0
251633.cif,0
280876.cif,0
110008.cif,0
168463.cif,0
615409.cif,1
620504.cif,1
642874.cif,1
89397.cif,1
25325.cif,1
162702.cif,1
614367.cif,1
673900.cif,1
74545.cif,0
252787.cif,0
78387.cif,0
106347.cif,1
249600.cif,1
91764.cif,0
608879.cif,1
411182.cif,1
103908.cif,1
171355.cif,0
261837.cif,0
611711.cif,1
250163.cif,0
673656.cif,1
27872.cif,0
153682.cif,0
24273.cif,0
163052.cif,0
412856.cif,0
658977.cif,1
97202.cif,0
417788.cif,0
110032.cif,1
261285.cif,0
191507.cif,0
404375.cif,0
182967.cif,0
249601.cif,1
637663.cif,1
673415.cif,1
103268.cif,1
647985.cif,1
71673.cif,0
190790.cif,1
243875.cif,0
639993.cif,1
60499.cif,0
152891.cif,0
630062.cif,1
153871.cif,1
41835.cif,1
62636.cif,0
24086.cif,0
616754.cif,1
73213.cif,1
240897.cif,0
424282.cif,0
89631.cif,1
670472.cif,1
281335.cif,0
22368.cif,0
417404.cif,0
50218.cif,0
41250.cif,1
636082.cif,1
672331.cif,1
73119.cif,0
76197.cif,1
613654.cif,1
623801.cif,1
16360.cif,1
248301.cif,0
108769.cif,1
16075.cif,1
62794.cif,0
615078.cif,1
617814.cif,1
419077.cif,0
262109.cif,0
63668.cif,0
265535.cif,0
36406.cif,0
415751.cif,0
23487.cif,1
62184.cif,1
92833.cif,0
56232.cif,1
103297.cif,1
57732.cif,1
9640.cif,1
34021.cif,1
46020.cif,0
52964.cif,1
601508.cif,1
58540.cif,1
66206.cif,0
196498.cif,1
82500.cif,0
391180.cif,0
92458.cif,0
203218.cif,0
76025.cif,1
161912.cif,0
59824.cif,0
640134.cif,1
51099.cif,0
671098.cif,1
417836.cif,1
260723.cif,0
641140.cif,1
162260.cif,0
420436.cif,0
650453.cif,1
80804.cif,1
202805.cif,1
84570.cif,0
103237.cif,1
425788.cif,1
92941.cif,1
2918.cif,0
425924.cif,0
96114.cif,1
92961.cif,0
630406.cif,1
200869.cif,0
634939.cif,1
265016.cif,0
619577.cif,1
245333.cif,0
57098.cif,1
263041.cif,1
610470.cif,1
110710.cif,0
201784.cif,1
250172.cif,0
46012.cif,0
249148.cif,0
657611.cif,1
291607.cif,1
58716.cif,1
41815.cif,1
30376.cif,1
246907.cif,0
53677.cif,1
156467.cif,1
168721.cif,0
621759.cif,1
38344.cif,0
290895.cif,1
645809.cif,1
238058.cif,1
93136.cif,1
63633.cif,0
185004.cif,1
2360.cif,1
26822.cif,1
624028.cif,1
409624.cif,0
61052.cif,0
99823.cif,1
622674.cif,1
15350.cif,0
601864.cif,1
280078.cif,0
672287.cif,1
87138.cif,1
191234.cif,1
174077.cif,1
53543.cif,1
94284.cif,0
195577.cif,0
615013.cif,1
632626.cif,1
39309.cif,1
652041.cif,1
260977.cif,0
60054.cif,0
157447.cif,1
68146.cif,1
99690.cif,0
182335.cif,0
622739.cif,1
45200.cif,1
290586.cif,0
30019.cif,0
3489.cif,0
71756.cif,0
254371.cif,0
30755.cif,0
10249.cif,0
27994.cif,0
636562.cif,1
63644.cif,1
169185.cif,0
39358.cif,1
608077.cif,1
613495.cif,1
82488.cif,0
15186.cif,0
66513.cif,1
95855.cif,0
422482.cif,0
613386.cif,1
110527.cif,0
172456.cif,0
54792.cif,1
281698.cif,0
192170.cif,0
28032.cif,0
26433.cif,1
657376.cif,1
157456.cif,0
27096.cif,1
77848.cif,1
263967.cif,0
419163.cif,1
75426.cif,0
649633.cif,1
35412.cif,1
623393.cif,1
73402.cif,1
53888.cif,1
674769.cif,1
417043.cif,1
670569.cif,1
236863.cif,1
79080.cif,0
281183.cif,0
100203.cif,0
619870.cif,1
423232.cif,0
249685.cif,0
644126.cif,1
945.cif,1
173217.cif,1
20749.cif,1
637032.cif,1
252239.cif,1
248273.cif,0
27463.cif,0
670431.cif,1
50521.cif,0
198266.cif,1
621653.cif,1
52668.cif,1
50718.cif,0
15308.cif,1
237304.cif,1
63709.cif,0
35605.cif,0
417434.cif,0
261894.cif,0
99495.cif,0
655672.cif,1
10381.cif,0
410733.cif,1
9595.cif,0
155202.cif,1
252847.cif,0
189255.cif,1
256217.cif,0
68299.cif,0
633097.cif,1
55943.cif,1
110624.cif,0
167601.cif,0
290621.cif,1
433610.cif,0
1518.cif,1
671191.cif,1
14114.cif,0
290437.cif,1
30590.cif,0
16746.cif,1
255162.cif,0
50772.cif,1
391376.cif,0
37081.cif,0
425403.cif,1
20933.cif,1
613664.cif,1
74027.cif,0
51727.cif,0
675951.cif,1
254240.cif,0
156306.cif,1
9079.cif,0
100339.cif,0
427716.cif,1
645089.cif,1
243509.cif,1
88858.cif,1
85988.cif,1
30388.cif,1
647085.cif,1
44791.cif,0
673881.cif,1
670286.cif,0
105977.cif,1
604209.cif,1
186060.cif,1
93914.cif,0
56403.cif,1
73159.cif,0
60757.cif,1
77912.cif,0
22113.cif,0
35276.cif,0
670516.cif,1
58877.cif,1
93040.cif,0
26618.cif,1
33543.cif,0
191963.cif,0
2938.cif,1
105704.cif,1
68509.cif,1
93390.cif,0
413125.cif,0
422094.cif,0
411934.cif,0
252178.cif,1
257687.cif,0
263950.cif,0
94494.cif,0
200793.cif,0
55818.cif,1
670325.cif,1
31231.cif,0
641392.cif,0
614509.cif,1
69681.cif,0
182700.cif,1
200929.cif,0
420129.cif,0
41742.cif,1
165201.cif,1
406442.cif,0
43250.cif,1
248551.cif,1
91952.cif,0
638730.cif,1
653245.cif,1
280969.cif,1
89805.cif,0
83387.cif,0
672211.cif,1
54041.cif,1
674086.cif,0
36418.cif,1
58402.cif,1
429631.cif,1
253064.cif,1
639518.cif,1
110059.cif,0
647931.cif,1
671641.cif,0
174215.cif,0
76579.cif,1
43477.cif,1
189529.cif,0
417571.cif,1
26812.cif,0
191405.cif,1
77852.cif,1
99785.cif,1
611097.cif,1
83456.cif,1
658830.cif,1
3201.cif,0
637655.cif,1
107129.cif,1
416479.cif,0
165346.cif,1
29026.cif,0
55343.cif,1
59243.cif,0
104356.cif,1
39447.cif,0
103398.cif,1
12149.cif,0
648101.cif,1
240385.cif,0
89611.cif,1
39475.cif,1
163631.cif,0
20524.cif,0
170755.cif,0
58911.cif,1
96684.cif,0
54129.cif,1
75087.cif,1
600822.cif,1
41243.cif,0
86494.cif,0
410896.cif,1
174199.cif,1
16152.cif,0
74696.cif,1
109471.cif,1
710001.cif,0
82638.cif,1
4403.cif,0
52642.cif,1
400618.cif,1
53283.cif,1
290289.cif,0
640081.cif,1
59303.cif,0
30511.cif,0
262387.cif,1
674452.cif,0
59485.cif,1
150637.cif,1
51168.cif,0
600642.cif,1
9063.cif,0
58732.cif,1
425911.cif,0
1128.cif,0
675733.cif,1
54553.cif,1
202604.cif,0
187778.cif,0
76099.cif,1
433134.cif,0
412539.cif,0
656450.cif,1
90156.cif,1
27868.cif,0
618562.cif,1
50081.cif,1
423879.cif,0
635334.cif,1
154324.cif,1
22235.cif,1
109522.cif,1
38274.cif,1
183350.cif,1
72480.cif,0
93159.cif,1
40795.cif,1
671137.cif,1
200591.cif,0
165564.cif,1
601346.cif,1
673655.cif,1
164596.cif,1
650248.cif,1
51421.cif,0
675343.cif,1
27390.cif,0
415288.cif,1
56716.cif,1
2102.cif,1
87486.cif,0
401384.cif,1
10176.cif,0
188531.cif,1
85123.cif,0
10197.cif,1
105731.cif,1
95720.cif,0
63666.cif,1
9430.cif,0
426406.cif,1
55870.cif,0
26263.cif,1
57645.cif,1
60381.cif,1
614862.cif,1
41293.cif,1
676198.cif,1
255246.cif,0
188767.cif,0
65404.cif,0
610764.cif,0
414434.cif,1
423456.cif,1
29411.cif,0
423518.cif,0
643428.cif,1
649934.cif,1
53864.cif,1
652692.cif,1
53411.cif,1
650412.cif,1
174577.cif,1
237429.cif,0
412554.cif,1
63068.cif,0
61031.cif,1
26621.cif,1
2404.cif,0
50185.cif,1
74461.cif,1
617236.cif,1
414155.cif,0
606022.cif,1
42151.cif,1
409581.cif,0
415094.cif,1
44628.cif,1
639097.cif,1
620495.cif,1
186993.cif,1
261677.cif,0
36191.cif,1
186572.cif,1
52506.cif,1
245820.cif,0
75459.cif,1
621965.cif,1
71062.cif,0
265068.cif,0
241451.cif,1
416515.cif,1
173459.cif,0
3243.cif,0
676087.cif,1
430876.cif,0
423041.cif,0
43284.cif,1
265346.cif,0
600566.cif,1
240337.cif,1
62926.cif,1
623054.cif,1
104937.cif,1
44302.cif,1
412744.cif,0
1904.cif,0
413804.cif,1
620829.cif,1
425270.cif,0
79478.cif,0
427115.cif,0
672163.cif,1
607225.cif,1
109343.cif,0
408712.cif,1
36534.cif,0
27502.cif,1
420529.cif,0
622811.cif,1
674667.cif,0
4309.cif,0
10245.cif,0
1397.cif,0
150474.cif,0
260538.cif,1
258727.cif,0
56465.cif,0
73807.cif,1
172756.cif,1
614800.cif,1
130034.cif,1
638425.cif,1
630662.cif,1
71862.cif,0
28101.cif,0
190811.cif,1
300166.cif,0
20148.cif,0
28104.cif,0
646861.cif,1
90775.cif,0
613494.cif,1
419073.cif,1
613776.cif,1
58715.cif,1
618704.cif,1
652276.cif,1
262430.cif,1
636742.cif,1
646158.cif,1
107068.cif,1
5310.cif,0
630287.cif,1
243600.cif,0
410043.cif,0
420220.cif,1
169546.cif,1
646399.cif,1
68471.cif,0
671295.cif,0
62971.cif,0
88723.cif,1
616306.cif,1
671141.cif,1
1208.cif,0
14105.cif,0
150214.cif,1
92298.cif,0
247303.cif,1
201215.cif,0
420535.cif,0
30310.cif,0
110210.cif,1
173922.cif,0
635031.cif,1
415999.cif,0
34195.cif,0
634808.cif,1
260298.cif,0
104297.cif,1
240760.cif,1
636265.cif,1
55710.cif,1
166164.cif,0
249740.cif,0
77979.cif,1
74482.cif,0
659278.cif,1
608205.cif,1
671732.cif,1
245183.cif,0
651899.cif,1
624390.cif,1
250446.cif,0
621126.cif,1
51856.cif,0
58673.cif,1
73542.cif,0
808.cif,0
105510.cif,1
170847.cif,0
674121.cif,1
635984.cif,1
30372.cif,1
36296.cif,1
418251.cif,0
1639.cif,1
263602.cif,0
71656.cif,1
409686.cif,0
71312.cif,0
619855.cif,1
391217.cif,0
98687.cif,1
108590.cif,1
63328.cif,1
409432.cif,0
55944.cif,1
671008.cif,1
613662.cif,1
674885.cif,1
109969.cif,1
23534.cif,0
9342.cif,1
191831.cif,1
104818.cif,1
30718.cif,0
674631.cif,1
37071.cif,0
31171.cif,1
614703.cif,1
108205.cif,1
430985.cif,0
68539.cif,1
38548.cif,0
56823.cif,1
422990.cif,1
631855.cif,1
24759.cif,1
165262.cif,1
168837.cif,1
69612.cif,1
67238.cif,0
187241.cif,0
99736.cif,0
181782.cif,1
636730.cif,1
163220.cif,0
600554.cif,1
28668.cif,1
4573.cif,0
14174.cif,0
255408.cif,0
97669.cif,0
255347.cif,0
673010.cif,1
25405.cif,1
169017.cif,1
71576.cif,0
391272.cif,0
54725.cif,1
674891.cif,1
613552.cif,1
654822.cif,1
57390.cif,1
613301.cif,1
26147.cif,0
94655.cif,0
630205.cif,1
4572.cif,0
612104.cif,1
249436.cif,0
15444.cif,1
675102.cif,1
626517.cif,1
676174.cif,1
93666.cif,0
623438.cif,1
618104.cif,1
255435.cif,0
410939.cif,0
670841.cif,1
46017.cif,0
78896.cif,0
20214.cif,0
73905.cif,0
71447.cif,1
